SERVICE_REQUEST_TYPE_CODE,STOP_DATE,VALID_LOCATION_IS_REQD_IND,DEFAULT_GEO_AREA_CODE,SECONDARY_GEO_AREA_CODE,GEO_AREA_IS_REQD_IND,GIS_Name,GIS_FIELD,VALUES
PDREQSER,,Y,POLICE,MIACOMD,Y,MDC.PoliceGrid_poly,GRID,NOT NULL
PDEMPCOM,,Y,POLICE,COMDIST,Y,MDC.PoliceGrid_poly,GRID,NOT NULL
ELEQUERY,,Y,PRECINCT,,,MDC.Precinct,ID,NOT NULL
MISTAKE,,Y,PSAP,,Y,,,
COMROADS,,Y,RDMAINT,,Y,MDC.StreetMaint,MAINTCODE,NOT NULL
COMTRETK,,Y,RDMAINT,NETNAME,,MDC.StreetMaint,MAINTCODE,NOT NULL
311MOVIN,,Y,RDMAINT,COMDIST,Y,MDC.StreetMaint,MAINTCODE,NOT NULL
MDROADS,,Y,RDMAINT,,Y,MDC.StreetMaint,MAINTCODE,NOT NULL
WASDSMTE,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDBLA,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDSPO,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDSMO,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDSBU,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDSBLF,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDBSV,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDBSC,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDBOS,,Y,SEWSERV,SBOUND,Y,MDC.SewerServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
PW403,,Y,STLGHT,,Y,pwd_lights,ST_LIGHT,ST_LIGHT = 'CML'
PW399,,Y,STLGHT,RIFDIST,Y,pwd_lights,ST_LIGHT,ST_LIGHT = 'CML'
SWMERECM,,Y,SWENFID,BOOKNUM,,MDC.SWMEnforcementZone,ENFZONEID,ENFZONEID<>0 AND NOT NULL
SWMERECC,,Y,SWENFID,BOOKNUM,,MDC.SWMEnforcementZone,ENFZONEID,ENFZONEID<>0 AND NOT NULL
SWMEIDS,,Y,SWENFID,BOOKNUM,Y,MDC.SWMEnforcementZone,ENFZONEID,ENFZONEID<>0 AND NOT NULL
SWESHCR,,Y,SWENFID,BOOKNUM,Y,MDC.SWMEnforcementZone,ENFZONEID,ENFZONEID<>0 AND NOT NULL
SWECLO,,Y,SWENFID,BOOKNUM,,MDC.SWMEnforcementZone,ENFZONEID,ENFZONEID<>0 AND NOT NULL
311DUMP,,Y,SWENFMUN,COMDIST,Y,EnforcementMunicipalities,ENFORCEMEN,ENFORCEMEN <> 61 AND NOT NULL
SWMCHRST,,Y,SWPSERV,BULKSERV,Y,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
BULKYTRA,,Y,SWPSERV,BULKSERV,Y,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
PERSONEL,,Y,SWPSERV,MDSA,Y,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
SWMOVCTI,,Y,SWPSERV,BULKSERV,,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
SWMOVCL,,Y,SWPSERV,BULKSERV,,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
SWBUNOAC,,Y,SWPSERV,BULKSERV,Y,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
PCNOACC,,Y,SWPSERV,ROUTE,Y,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
GARBAGEM,,Y,SWPSERV,ROUTE,Y,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
EZGO,,Y,SWPSERV,ROUTE,Y,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
MISSEDBU,,Y,SWPSERV,BULKSERV,Y,MDC.DSWMServiceArea,INAREA,INAREA = 'Y'
SWMADRCP,,Y,SWRECWK,ROUTE,Y,MDC.RecyclingRoute,ROUTE,ROUTE <> 'NONE' OR NOT NULL
SWMRESVC,,Y,SWRECWK,ROUTE,Y,MDC.RecyclingRoute,ROUTE,ROUTE <> 'NONE' OR NOT NULL
SWMRECIS,,Y,SWRECWK,ROUTE,Y,MDC.RecyclingRoute,ROUTE,ROUTE <> 'NONE' OR NOT NULL
DIST11TM,,Y,TEAMOFFC,COMMISH,N,MDC.TMBoundary,NAME,NOT NULL
TM58,,Y,TMMHSE,TEAMOFFC,Y,MDC.MinimumHousing,ID,ID > 0 and NOT NULL
TM57,,Y,TMMHSE,TEAMOFFC,Y,MDC.MinimumHousing,ID,ID > 0 and NOT NULL
TM55,,Y,TMMHSE,TEAMOFFC,Y,MDC.MinimumHousing,ID,ID > 0 and NOT NULL
TM54,,Y,TMMHSE,TEAMOFFC,Y,MDC.MinimumHousing,ID,ID > 0 and NOT NULL
TM50,,Y,TMMHSE,TEAMOFFC,Y,MDC.MinimumHousing,ID,ID > 0 and NOT NULL
WASDSFLI,,Y,WATSERV,COMDIST,,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDHET,,Y,WATSERV,COMDIST,,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDDUAL,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDHEW,,Y,WATSERV,COMDIST,N,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDWUE,,Y,WATSERV,COMDIST,,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDMFR,,Y,WATSERV,COMDIST,N,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDLSHW,,Y,WATSERV,COMDIST,,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDHEWR,,Y,WATSERV,COMDIST,N,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDHETR,,Y,WATSERV,COMDIST,,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDHETD,,Y,WATSERV,COMDIST,,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDGLDG,,Y,WATSERV,COMDIST,,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDBMB,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDOWP,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDLOP,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDBWC,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATBLH,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATBWS,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATCRDT,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATFLUSH,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WTRTONR,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WTRTOFFR,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WTRPIP,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATOFF,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATMINFO,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATCRSET,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATBWV,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WATBLM,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDWAQ,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDLIS,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDHAZ,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDBCOS,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDUSDL,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDUPPC,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDTPSF,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDSHNH,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDMACS,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDCD,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDCSSC,,Y,WATSERV,WBOUND,Y,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
WASDCONS,,Y,WATSERV,SEWSERV,,MDC.WaterServiceArea,UTILITYNAME,UTILITYNAME = 'MDWS'
COMD1C,,Y,MIACOM,MIACODE,Y,Commission_Districts,COMNAME,NOT NULL
